VideoName,ground_truth,prediction
8hW6WfYBP18.005.mp4,5,5
8n6G3V3-Tk8.001.mp4,5,5
bN2IM-rqZlc.002.mp4,5,5
iJGHwoJKEpA.000.mp4,5,5
erjlIt61pUk.001.mp4,5,5
f7E26XfU8rw.002.mp4,5,1
495hLlCEW64.003.mp4,2,2
1-GgVRmAEoo.001.mp4,5,5
hrat_RJczFM.005.mp4,5,5
e2EmGXRJ1K0.000.mp4,5,5
7LHmNEH65Pk.004.mp4,5,5
2KSBoJZMcMU.000.mp4,1,2
hnMp0eX28es.001.mp4,5,5
bkzgccBFztM.001.mp4,5,5
f83xK4chMJs.001.mp4,5,2
H0_4dZMjUow.000.mp4,5,5
b6eoqD1J_qU.002.mp4,5,2
40rn4A64Bdk.004.mp4,2,3
cyma9Q6QF6M.001.mp4,2,2
39BJkEXJpgc.000.mp4,5,5
2KSBoJZMcMU.005.mp4,1,2
hIxLNK_x_QA.003.mp4,5,5
32XmVytuwQc.001.mp4,5,5
hIxLNK_x_QA.005.mp4,5,6
gsleSGEZHAs.001.mp4,5,5
3HA2W1s4oP8.004.mp4,2,2
cP_dSXql7z8.000.mp4,5,5
-Osv5l1vrNU.001.mp4,5,5
CqQavmWSLrI.004.mp4,5,5
fEZrAGQoh_g.003.mp4,5,5
bJktioZ5Yxk.001.mp4,5,5
50gokPvvMs8.002.mp4,5,5
8aLr0vNobr4.000.mp4,5,5
3gKpBq-1yG4.002.mp4,2,2
3zAyM2edy1g.004.mp4,5,5
cxJ0u6r0-pU.001.mp4,5,5
-VTqcHNgH7M.003.mp4,5,5
-VTqcHNgH7M.001.mp4,5,5
9AsxY-x-TjM.004.mp4,5,5
cA3KzjBNr4M.005.mp4,5,0
4Qr1BjZhnpg.001.mp4,5,5
0C6i34q2-f8.003.mp4,2,2
1m4WjLRKTwc.000.mp4,2,2
3gKpBq-1yG4.001.mp4,2,2
39o1zJFeM7E.002.mp4,2,2
b6eoqD1J_qU.000.mp4,5,0
84Lz5a9yRZg.003.mp4,5,5
ana5C73n9bY.001.mp4,5,5
GUxm9AWVpOI.000.mp4,5,5
5Eez38v8TuU.004.mp4,5,5
I01_ubtktEQ.004.mp4,5,5
2KSBoJZMcMU.003.mp4,1,2
1m67onLoRwY.003.mp4,5,5
AR3UwbmgKuQ.000.mp4,5,5
1mODTfLRGdI.003.mp4,2,2
8PXQ_5tUv74.000.mp4,5,5
EYhvnALhXt8.002.mp4,5,5
bLrrDM1Opu0.001.mp4,5,5
cQRFb-xa4Vc.000.mp4,5,5
HKSgsi7HWWI.000.mp4,2,2
cRDYrvxRJ6U.000.mp4,5,5
186c7kCyCHQ.005.mp4,5,6
GS7cBLgZKgk.005.mp4,5,5
h_kjgcJ_bqU.005.mp4,5,3
300gK3CnzW0.002.mp4,2,2
I01_ubtktEQ.000.mp4,5,5
7LHmNEH65Pk.002.mp4,5,5
6zm71IHOCZA.001.mp4,5,5
fSDA4eEyGHk.005.mp4,5,5
176vWywoq9E.001.mp4,5,5
Alox0G4xUfM.000.mp4,5,5
7qGYGbIg45c.004.mp4,2,2
300gK3CnzW0.001.mp4,2,2
A6ZWTfKPLPE.002.mp4,5,5
b69IYs1G1zc.002.mp4,5,5
C5qRszPK9HY.002.mp4,5,5
9mM_0vrO3wc.004.mp4,5,5
rW7b48Dy_80.000.mp4,1,2
AR3UwbmgKuQ.001.mp4,5,5
A3StIKMjn4k.005.mp4,5,5
39BJkEXJpgc.004.mp4,5,5
8xHdW7Zx_OY.000.mp4,5,5
GUxm9AWVpOI.003.mp4,5,5
HH03EXo0TB0.002.mp4,5,5
5uFZ-2kYGO0.000.mp4,2,2
4lyKh2_xCDQ.003.mp4,2,2
gCLfduV3Phw.002.mp4,5,6
c4XnKouozXU.004.mp4,5,5
FSBBbxNi0iU.003.mp4,5,3
cxJ0u6r0-pU.002.mp4,5,5
9-lptN92A68.005.mp4,5,5
2mgj9ncREyA.000.mp4,2,2
3OoQBXWTGfE.000.mp4,5,5
hspeWl-Bip0.001.mp4,5,5
BzMLhulrt0Q.000.mp4,2,2
GS7cBLgZKgk.002.mp4,5,5
gZzB49daFfA.005.mp4,5,5
fiEEjrKhlNU.000.mp4,5,5
HkBs4_vaCcs.000.mp4,5,5
BQ9i8qkXiVQ.001.mp4,5,5
300gK3CnzW0.004.mp4,2,2
aPTNxA43WHY.002.mp4,5,2
B3zFJhrmqwg.000.mp4,5,5
9-lptN92A68.004.mp4,5,5
